Category,Company,City,Phone,Website,Decora fit
Tableware / serveware,Parco Refrigeration and Kitchen Equipment Factory LLC,"Parco Bldg, Al Qusais Indl Area 4",+97142670660,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Kitchen Land Kitchen Equip Tr,"Al Maleha Road, Industrial Area 18",+971552218814,,serveware/tableware
Tableware / serveware / Crockery / Hotel & hospitality supplier,Dhiraj General Trading LLC,"Behind Geco, Indl Area 6",+97165437967,,serveware/tableware
Tableware / serveware,Aatish General Trading FZE,Ajman,+97165357867,,serveware/tableware
Tableware / serveware,Abaysan Kitchen Equipments LLC,"Shop 8, Caterpillar Bldg, Salahuddin Rd, Deira",+97142964111,,serveware/tableware
Tableware / serveware,Abdulla Mohd Tabei Trading Co,"G Flr, Mohd Hussain Ansari Bldg, Al Ras, Deira",+97142265707,,serveware/tableware
Tableware / serveware,ADDCO FZE,Hamriyah Free Zone Phase 1,+97165575181,,serveware/tableware
Tableware / serveware,Ahmad Bakri for Bakery and Kitchen Equipment Trading LLC,"Shop 4, Al Khan Residence, Opp Al Farooj, Al Khan St, Al Majaz 3",+97165541411,,serveware/tableware
Tableware / serveware,Ahmed Rabee Household Appliances Trading,Ras Al Khor Industrial 2,,,serveware/tableware
Tableware / serveware,Al Afeef Kitchens Accessories Trading Company LLC,"Near Al Mukhtar Bakery, King Faisal Rd",+97165337464,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Al Ahlia Kitchen Equipment,"Near Navy Gate, Al Falah St",+97128870206,,serveware/tableware
Tableware / serveware,Al Ahlia Kitchens and Sanitary Wares,"Near General Court & Airport Rd, Murashed",+97192220023,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Al Arz Refrigeration Equipment Trading Company LLC,"Near Skyline College, Indl Area 3",+97165436904,,serveware/tableware
Tableware / serveware,Al Barq Kitchen and Furniture Hotel Accessories Trading LLC,"Near Bin Laden R/A, Indl Area 11",+97165340488,,serveware/tableware
Tableware / serveware,Al Barsha Star Public Kitchen,"Near Grand Hotel, Al Qusais Indl 4",+97143410044,,serveware/tableware
Tableware / serveware,Al Barshaa General Trading Company LLC,"W/H C-6, Near Union Paper, Al Quoz 1",+97143804064,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Al Basha Kitchen Ind LLC,Zaman Abdul Naseer Street,+97165599866,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Al Basha Restaurant and Bakeries Accessories Trading,"Salah Al Din Road, Deira",+97142977783,,serveware/tableware
Tableware / serveware,Al Bayan Commercial Establishment LLC,Industrial Area 4,+97165550991,,serveware/tableware
Tableware / serveware,Al Bustan Kitchens,"Near Lucky R/A, New Industrial Area",+97167407937,,serveware/tableware
Tableware / serveware,Al Diwan Refrigeration and Steel LLC,"Hor Al Anz ,Salahuddin Rd, Deira",+97142688922,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Al Diyafa Hotel and Catering Supplies,"Inside Courtyard Bldg, I/Change 1 & 2, Al Quoz Indl Area",+97143474727,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Al Furat Horizon Trading LLC,"Office 20, Mezz Floor, Arabilla Bldg, Near Al Mulla Plaza, Al Mamzar, Hor Al Anz",+97142208859,,serveware/tableware
Tableware / serveware,Al Halabi Refrigeration and Kitchen Equipment Factory LLC,Industrial Area 12,+97165342318,,serveware/tableware
Tableware / serveware,Al Halabi Refrigeration and Kitchen Equipment LLC,Industrial Area 12,+97165342318,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Al Hayam Kitchens Trading LLC,"Ware House 01, Industrial Area 3",+97165422936,,serveware/tableware
Tableware / serveware,Al Ibdaa Ref. Devices Trading LLC,"Jamal Abdul Nasser Street, Al Majaz 3",+97165521157,,serveware/tableware
Tableware / serveware,Al Inshirah Kitchen Equipments,Al Quoz 4,+97143806957,,serveware/tableware
Tableware / serveware,Al Jazirah Equipment and Tech Services,"Darwish Bldg, Deira",,,serveware/tableware
Tableware / serveware,Al Maidoor Metal Inds,Dubai,+97142617755,,serveware/tableware
Tableware / serveware,Al Marssa Metallic Industries and Refrigeration,"Al Khan R/A, Jamal Abdul Nasir St",+97165559250,,serveware/tableware
Tableware / serveware,Al Mayzan Kitchens Machines & Devices Ind LLC,"Warehouse No.2, Binladen Signal, Behind Mashreq Bank Building, Ind Area 11",+97165435051,,serveware/tableware
Tableware / serveware,Al Mazaya Kitchen Equip Trdg LLC,,+97165429548,,serveware/tableware
Tableware / serveware,Al Muntasir Kitchen Cabinets & Fixtures Manufacturing LLC,Industrial Area 2,+971564225574,,serveware/tableware
Tableware / serveware,Al Panda Industries,"MW-4, Mussafah Indl Area",+97125516656,,serveware/tableware
Tableware / serveware,Al Patra Kitchen Equipment Trading LLC,"Near FAB, Sheikh Zayed Bin Sultan St",+97126441151,,serveware/tableware
Tableware / serveware,Al Quresh Kitchen Equipments,"Showroom 15, Ground Floor, Sharqah, Butina",+97165224758,,serveware/tableware
Tableware / serveware,Al Razana Kitchen Eqpt Tr LLC,Jamal Abdul Naser St,+97165599840,,serveware/tableware
Tableware / serveware,Al Rumooz Trading LLC,Mussafah 37,+97125559619,,serveware/tableware
Tableware / serveware,Al Ruwad Kitchen Trading Company LLC,"Opp Gargash S/Room, Industrial Area 12",+97165389415,,serveware/tableware
Tableware / serveware,Al Samra Kitchen Equip Industrial LLC,Ind Area 4,+97165327606,,serveware/tableware
Tableware / serveware,Al Taj Kitchens Equipment,"01, Al Oufouk Building, Industrial Area 17",+97165557484,,serveware/tableware
Tableware / serveware / Crockery / Hotel & hospitality supplier,Al Talha Steel Fabrication,Sajja Indl Area,+971508004621,,serveware/tableware
Tableware / serveware,Al Waha Kitchen Equipment LLC,"W/H No. 9/10, Near Ocean Rubber, Indl Area 15",+97165244652,,serveware/tableware
Tableware / serveware,Al Warda kitchen Equipment Trading,"Shed 12, Industrial Area 11",+97165663355,,serveware/tableware
Tableware / serveware,Al Zabarjad General Trading LLC,"Office 72, ADCB Building, Mina Road",+97165313613,,serveware/tableware
Tableware / serveware,Americana Kitchen Equipments,"Maltran Cargo Bldg, TCA",+97126713300,,serveware/tableware
Tableware / serveware,AMTC Industries,,+971568378823,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Andy Mannhart Company LLC,"2411, Al Manara Tower, Business Bay",+97144202667,,serveware/tableware
Tableware / serveware,ANKE - Al Nasseeb Kitchen Equipments,"Near Aims R/A, New Industrial Area 1",+97167480178,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Apron Kitchen Fixtures Trading,"Next to Cargo Village, Airport Rd",+97142868000,,serveware/tableware
Tableware / serveware,Arrex Kitchens,"S/Room 1, Al Joud Bldg, Sh Zayed Rd",+97143790799,,serveware/tableware
Tableware / serveware,Astroline Steel Industries LLC,Ras Al Khor Indl Area 2,+97142247741,,serveware/tableware
Tableware / serveware,Aswar Kitchens and Ovens Ind LLC,Industrial Area 11,+97165346634,,serveware/tableware
Tableware / serveware,Atarid Bakeries Industry Co LLC,Indl Area 4,+97165336448,,serveware/tableware
Tableware / serveware,Awtad Trading Co,"2, Al Yasmeen Bldg, Near Cricket Stadium, Indl Area 5",+97165384888,,serveware/tableware
Tableware / serveware,B Group of Companies,"228, Al Hana Centre, Satwa",+97143988860,,serveware/tableware
Tableware / serveware,Baayaa For Catering Equipment Trading Co,"Al Khabaisi Street, Deira",+971524948162,,serveware/tableware
Tableware / serveware,Bab Al Bahar Kitchen and Restaurant Equipment Trading,,+971559632096,,serveware/tableware
Tableware / serveware,Bari Kitchen Equipment Tr LLC,King Abdululaziz Road,+971529903885,,serveware/tableware
Tableware / serveware,Barnsley Universal Inc,"W/House GB 3, R/A 8, Jebel Ali Free Zone Area",+97148833306,,serveware/tableware
Tableware / serveware,Basco International,Dubai,+97143979545,,serveware/tableware
Tableware / serveware,Batimat Building Material Company LLC,"G Flr, Arcade Bldg, Al Garhoud",+97142820155,,serveware/tableware
Tableware / serveware,Bin Mohammed Al Marzuoqi Trading,"Bhnd Thomas Cook, Hamdan St",+97126717524,,serveware/tableware
Tableware / serveware,Bin Sarm Trading Establishment,"Nakheel Centre, Bhnd Al Maktoum Hospital, Deira",+97142217206,,serveware/tableware
Tableware / serveware,Blue Bell Kitchen Equipment Trading LLC,"Near Emirates Transport, M 10, Mussafah",+97125552553,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Blue Ribbon LLC,"Suite No 3, Indigo Sky, Next To FAB Metro Station, Umm Al Sheif, Sheikh Zayed Road",+97142573131,,serveware/tableware
Tableware / serveware,Bohec Middle East Company LLC,"Hamdan Bin Al Sheikh Juma Bldg, Zabeel Road",+97143374777,,serveware/tableware
Tableware / serveware,Cater Parts Town Kitchen Equipment,Abu Dhabi,,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Central Kitchen Equip,"Capital Metallic Building, Next To Union National Bank Street",+97124910058,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Chefs Choice Kitchen Equipment Trading LLC,"Shop No. 20, Y-20, England Cluster, International City",+97145574230,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Chefs First Equipment Trading LLC,"Office 217, No 6 Building, Gold & Diamond Park, Shaikh Zayed Road",+97143252666,,serveware/tableware
Tableware / serveware,Classic Aluminium and Glass,"Near Technical Scissors, Khalidiya St",+97126663731,,serveware/tableware
Tableware / serveware,Clever Kitchen Equipments,"2103, Palace Tower, Silicon Oasis",+97143442040,,serveware/tableware
Tableware / serveware,Commercial Catering Equipment LLC,"W/H 4, Al Quoz Indl Area 3, Al Quoz",+97143405005,,serveware/tableware
Tableware / serveware,Complete Kitchen Solutions FZE,Hamriyah Free Zone,+97167696921,,serveware/tableware
Tableware / serveware,Complete Kitchen Solutions LLC,,+97142731771,,serveware/tableware
Tableware / serveware,Concept Bath Trading FZE,Al Barsha,+97143472700,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Daliya Trading Company LLC,"Salahdin Road, Near Aboobacker Metro Station, Deira",+97142726050,,serveware/tableware
Tableware / serveware,Dar Al Rayaan Kitchens Equip. Tr,"Warehouse 9, Behind Sheikh Mohd. Bin Zayed St., Ind Area 15",+971556363447,,serveware/tableware
Tableware / serveware,Das Aluminium Kitchens and False Ceilings,"Eid Al Mazrouie Bldg, Bhnd ADCB, Tourist Club Area",+97126444622,,serveware/tableware
Tableware / serveware,Dhaher Kitchen Trading Establishment,"Opp Emirates Market, Al Naemiyah Area",+97167464116,,serveware/tableware
Tableware / serveware / Crockery,Diamonds Steel FZCO,"Bhnd Enoc Station, St 13, Jebel Ali R/A",+97148839697,,serveware/tableware
Tableware / serveware,Eden Line Kitchen Equipment Trading LLC,Dubai,+97143971077,,serveware/tableware
Tableware / serveware,Electrolaice Kitchen Equipment Manufacturing LLC,New Industrial Area,+97167433062,,serveware/tableware
Tableware / serveware,Elegant Kitchen Equipment Trdg LLC,"Salahuddin Road, Deira",+97142599580,,serveware/tableware
Tableware / serveware,Elenco General Trading Establishment,"Next to Nehal Hotel, Hamdan St",+97126778880,,serveware/tableware
Tableware / serveware,Elenco Trading Establishment,"Opposite Leader Sports,Near Abu Baker Sidique Metro Station, Salahuddin Road, Deira",+97142690890,,serveware/tableware
Tableware / serveware,Empire Kitchen Industry LLC,"Shaikh Maktoum Bin Rashid Al Maktoum, Bhnd Ewan Hotel, New Indl Area",,,serveware/tableware
Tableware / serveware,Energy International,"105, Sh Hamdan Bin Rashid Bldg (Zabeel Bldg), Zabeel Rd, Karama",+97143885619,,serveware/tableware
Tableware / serveware,Energy Supplies and Services,"M-58, Al Khubaira Building, Behind Spar Supermarket, Khalidiya",+971553544627,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Everstyle Trading Limited,"German Gulf Bldg, Al Khan R/A",+97165314106,,serveware/tableware
Tableware / serveware,Excel Kitchen LLC,"Near Zulekha Hosp, Amman St, Indl Area 3, Al Qusais",+97142679180,,serveware/tableware
Tableware / serveware,Expert Express Kitchen Equipment,"Shop 6, Lootah Bldg, Hor Al Anz, Deira",+97142699939,,serveware/tableware
Tableware / serveware,Expo Gulf Trading LLC,"Office M01, Plot 128-153, Salahuddin St, Al Khabaisi",+97144420157,,serveware/tableware
Tableware / serveware,Falcon Professional Kitchen LLC,"8 St., Umm Ramool",+97142053444,,serveware/tableware
Tableware / serveware,Fast Track Metallic Ind LLC,"Opp Royal Marine Shipping, Industrial Area 17",+97165351536,,serveware/tableware
Tableware / serveware,Fix Cooker,Al Khail Street,+971567671239,,serveware/tableware
Tableware / serveware,Future Kitchen Equipment LLC,"Next to Gigi Pharmacy, Passport Rd",+97126343888,,serveware/tableware
Tableware / serveware,Gianni & Gelato Gen Trdg LLC,"Ittihad Rd, Al Khabaisi Str, Deira",+97142652346,,serveware/tableware
Tableware / serveware,Ginox Food System,,+97172444567,,serveware/tableware
Tableware / serveware,Grill Stone BBQ,Al Yarmook,+971559368878,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Gulf Protek LLC,"Zabeel House 1, Karama",+97143341110,,serveware/tableware
Tableware / serveware,Habtoor International,"Al Muteena St, Deira",+97142721212,,serveware/tableware
Tableware / serveware,Haji Ali Mohebbi Trading Company LLC,"Old Market, Old Municipality Street,Murshid Bazaar, Deira",+97142561515,,serveware/tableware
Tableware / serveware,Harvest Home,"1, Jumeirah Centre, Near Spinneys, Jumeirah Beach Rd",+97143420225,,serveware/tableware
Tableware / serveware,Horas Trading,"Factory,  Near China Mall, Al Jurf",+97167477780,,serveware/tableware
Tableware / serveware,Ibdaa Ref Devices Bakery & Kitchen Equip,Jamal Abdul Naser St,+97165391217,,serveware/tableware
Tableware / serveware,Imperial Kitchen & Technology LLC,Al Jurf,,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Indo Arab Solutions Steel and Welding (LLC),"Ware House No 2, Industrial Area 3",+97165422854,,serveware/tableware
Tableware / serveware,Innovative Catering Equipment Middle East FZCo,Dubai,+97142045748,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Inoks Service Trading LLC,"Shop 4, Oud Metha Bldg, Near Malaysian Trade Center, Karama",+97144585898,,serveware/tableware
Tableware / serveware,Italia Kitchen Group,"Warehouse No.3, Jebel Ali Bldg, Al Quoz 3",+97142977488,,serveware/tableware
Tableware / serveware,JB Technical Service LLC,Near Lucky RA,+971506876101,,serveware/tableware
Tableware / serveware,Jsir Muwaileh Steel LLC,Industrial Area-11,+97165354020,,serveware/tableware
Tableware / serveware,Kitchen N Style LLC,Abu Hail,+97142828193,,serveware/tableware
Tableware / serveware,Kitchen Net LLC,"210, 16 F, Micco Bldg, Al Yassat Bldg, Najda St",+97126773380,,serveware/tableware
Tableware / serveware,Kitchen Solutions LLC,"Bhnd Traders Hotel, Salahuddin St, Deira",+97142978715,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Kitcherama Trading Company LLC,"Office 181, Al Wahda St",+97165323884,,serveware/tableware
Tableware / serveware,Land & Sea Kitchens Equipment Manufacturing LLC,New Indl Area,+97167401836,,serveware/tableware
Tableware / serveware,Leonard Engineering LLC,"M 40, Mussafah",+97125503503,,serveware/tableware
Tableware / serveware,Mac Al Gurg LLC,"Al Ittihad Road, Deira",+97142698464,,serveware/tableware
Tableware / serveware,Manarat Al Khaleej Trading Establishment,Indl Area,+97137215466,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Marino Kitchen Equipment LLC,"Near Al Futtaim Mosque, Naif Intersection, Naif Str, Deira",+97142288535,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Mariot Kitchen Equipment LLC,"Near Abubaker Siddique Metro, Salahuddin Road, Deira",+97142882777,,serveware/tableware
Tableware / serveware,MMG for Gen Maint LLC,"Emirates Bank Bldg, 3rd I/Change, Sh Zayed Rd",+97143388995,,serveware/tableware
Tableware / serveware,Modern Kitchen Equipment Company Limited,"Next to Dar Al Shifa Hospital, Defence Rd",+97126420444,,serveware/tableware
Tableware / serveware,Mohamad Muati Kitchen Equip Trading LLC SP,"Al Khan, Al Wahda Street",+971564749109,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Mohamed Al Ali Kitchen Equipment Trading LLC,"Near Traditional Naif Souq, Deira",+97142590701,,serveware/tableware
Tableware / serveware,Mohamed Hareb Al Otaiba Kitchens Supplies LLC,Al Quoz Indl Area 2,+97143414900,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Mohammed Ibrahim Al Zubidi Company LLC,"Al Khabaisi, Deira",+97143322717,,serveware/tableware
Tableware / serveware,Mohd Al Hasib Aluminium,"M 11, Mussafah",+97125542311,,serveware/tableware
Tableware / serveware,Najm Alasasi Trading LLC,"Shop 37, Near EID Bilal cafeteria, Baniyas Building, Hardware Market, Deira",+971502354863,,serveware/tableware
Tableware / serveware,New Atlas Kitchen Preparing LLC,,+97167433151,,serveware/tableware
Tableware / serveware,Nice Kitchen Ind LLC,"Opp Musbah Aluminium, New Indl Area",+97167482469,,serveware/tableware
Tableware / serveware,Nice Two Kitchens and Refrigeration,"Shed 12, Al Jaddaf",+97143244858,,serveware/tableware
Tableware / serveware,Nisa Trading LLC,"6, Al Khaleej Apts, Bhnd Pizza Inn, Karama",+97143966132,,serveware/tableware
Tableware / serveware,Noor Al Qamar Kitchens and Restaurant Equipment Trading LLC,Muwaila,+97165613256,,serveware/tableware
Tableware / serveware,Orbit Kitchen Equipment Trading LLC,"1308, Salamat Medical Center Bldg, Khalifa St",+97167457239,,serveware/tableware
Tableware / serveware,Orient Hospitality International,"Office 118,  1 Floor 30 Street,?Sheikh Mariam Building? 7, Zabeel, Karama",+97143378696,,serveware/tableware
Tableware / serveware,Parco Kitchen Equipment LLC,,+97142670660,,serveware/tableware
Tableware / serveware,Perfect Kitchen Appliances Manufacturing LLC,"Perfect Kitchen Shed, Indl Area 2",+97165333966,,serveware/tableware
Tableware / serveware / Crockery,Phoenix Smart Systems LLC,"M-3, Merrit Saloon Bldg, Bhnd Juma Al Majid, Electra St",+97126455205,,serveware/tableware
Tableware / serveware,Premier Kitchen Solutions,,+97142510833,,serveware/tableware
Tableware / serveware,Prestige Stone LLC,Al Quoz 3,+97143383660,,serveware/tableware
Tableware / serveware,Qamar Alsahab Electromechanical Equipment Installation and Maintenance,"Bayan Business Centre, DIP 1",+971554183981,,serveware/tableware
Tableware / serveware,Quality Kitchen,Oud Mehta,+97143579997,,serveware/tableware
Tableware / serveware,Quantum Enterprise,"305, Block 'A', Al Shaola Bldg, Near Dnata, Deira",+97142953354,,serveware/tableware
Tableware / serveware,Rajwa Kitchen Equipments,Al Jurf,,,serveware/tableware
Tableware / serveware,Real Enterprises LLC,"Street 119A, Al Rigga, Deira",+97142272568,,serveware/tableware
Tableware / serveware,Reem Aluminium and Steel Kitchen Establishment,"Next to Dhabi Contg, M 16, Mussafah",+97125541544,,serveware/tableware
Tableware / serveware,Reliable Heaters and Electricals (FZC),Ajman,+97167445801,,serveware/tableware
Tableware / serveware,Royal House Life Style General Trading,,+97142712376,,serveware/tableware
Tableware / serveware,Sanitart Systems,"Opp Al Mukhtar Bakery, Indl Area 4",+97165330713,,serveware/tableware
Tableware / serveware,Savec Middle East For Equipment Trading LLC,"C2 Tower, Al Bateen",+97125634202,,serveware/tableware
Tableware / serveware,Sawaf Trading,"Opp Navy Gate, Near Decolite, Passport Rd",+97126440544,,serveware/tableware
Tableware / serveware / Crockery / Hotel & hospitality supplier,Sawas Kitchen Equipment Co,"Near Abu Baqar Metro Station, Salahuddin Road",+97142623777,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Silver Metals Industries LLC,"413, Al Mansoor Bldg, Al Qusais",+97142574380,,serveware/tableware
Tableware / serveware,Silver Star Kitchen Equipment,Abu Dhabi,+97124442204,,serveware/tableware
Tableware / serveware,Silvin General Trading LLC,,+97143456600,,serveware/tableware
Tableware / serveware,Smart Equipment Trading,"Warehouse 1, Industrial Area 1",+97167434874,,serveware/tableware
Tableware / serveware,Smart Kitchens FZE,"Street 15, Industrial Area 7",+97165612505,,serveware/tableware
Tableware / serveware,Sofia Refrigeration LLC,"1701, City Tower 2, Sheik Zayed Road",+97142684999,,serveware/tableware
Tableware / serveware,Solarco Emirates LLC,"DIP-Elite Compound, Bldg 11, Plot 6",+97148856381,,serveware/tableware
Tableware / serveware,Solarco Equipments,"1, Bldg 1, DIP",+97148853335,,serveware/tableware
Tableware / serveware,Spoton Steel LLC,New Indl Area,+97167481730,,serveware/tableware
Tableware / serveware,Steel Craft Refrigeration & Kitchen Equipment LLC,"D-13, Behind Tasheel Office, Industrial Area 13",+97165582506,,serveware/tableware
Tableware / serveware,Steel Tech LLC,,+97167450717,,serveware/tableware
Tableware / serveware,Style Modern Kitchen,,,,serveware/tableware
Tableware / serveware,Sultan Bin Rashed (Sultaco),"Near ADH Islamic Bank, Najda St",+97126334425,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Technical Supplies And Services Co LLC - TSSC,"Office 1209, 12th Floor Prime Tower Building, Business Bay",+97143431100,,serveware/tableware
Tableware / serveware,Technolux Equip Parts and Srvcs,,+97143448452,,serveware/tableware
Tableware / serveware / Crockery,Teka Kuchentechnik UAE LLC,"Bin Khedia Center, Garhoud",+97142833047,,serveware/tableware
Tableware / serveware,Teka Middle East FZC,"417, LOB-16, Jebel Ali Free Zone",+97148872912,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,The Arabian Hospitality Facility Supply LLC,"212, Manball Cafe Bldg, Damascus St, Al Qusais",+97142577771,,serveware/tableware
Tableware / serveware,Torino Kitchen Eqpt Trdg,,+97165551542,,serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Tramontina UAE LLC,"Office 501/502, Al Tameem House, Tecom C",+97144504301,,serveware/tableware
Tableware / serveware,Trust Kitchens Equipment,,+97126665988,,serveware/tableware
Tableware / serveware,United Emirates Metals LLC,Dubai,+97148848880,,serveware/tableware
Tableware / serveware / Crockery,Universal Trading Co,"Next to Egypt Air, Istiqlal St",+97126335331,,serveware/tableware
Tableware / serveware,Van International FZC,Hamriya Free Zone,+97165340553,,serveware/tableware
Tableware / serveware,Venecia Kitchen Equipment,"Next to Liberty Showroom, Indl Area 4",+97165636798,,serveware/tableware
Tableware / serveware,Verona Kitchens,,+97165750553,,serveware/tableware
Tableware / serveware,Via Emirate Express Trading Establishment,"M02, Al Diwan Building, Jamal Abdul Naseer Street",+97165444118,,serveware/tableware
Tableware / serveware,Wahl International Food Equipment,"Plot 10, M 2, Mussafah",+97125545544,,serveware/tableware
Tableware / serveware,Western Kitchen Equipment Trading LLC,Abu Dhabi,+97125545003,,serveware/tableware
Tableware / serveware,Williams Refrigeration,"18th Floor, Crown Plaza Hotel Commercial Tower, Office # 1801, Sheikh Zayed Road, Trade Center First",+97143117145,,serveware/tableware
Tableware / serveware / Housewares / Hotel & hospitality supplier,Worth Way Fine Porcelain Company Limited,"Near St Georges Hotel, Al Ras, Deira",+97142268934,,serveware + decor / serveware/tableware
Tableware / serveware / Housewares / Hotel & hospitality supplier,Worthway General Trading LLC,"Al Ras Area, Deira",+97142268934,,serveware + decor / serveware/tableware
Tableware / serveware / Hotel & hospitality supplier,Yasmin Kitchens and Hotels Equipment LLC,"Next to Classic Metallic, Indl Area 15",,,serveware/tableware
Crockery / Housewares,Element Middle East LLC,Dubai,+97143530987,,serveware + decor / serveware/tableware
Crockery,A B S Middle East LLC,Al Qusais,+97142383464,,serveware/tableware
Crockery,Ababeel Household Trading LLC,Deira,+97142290108,,serveware/tableware
Crockery,Abdul Nasar Stores,Dubai,+97172221405,,serveware/tableware
Crockery,Abdul Rahman Karrani & Sons Co,Rolla,+97165696607,,serveware/tableware
Crockery,Abdul Razak M Tabei Trading,"Irani Market, Deira",+97142250490,,serveware/tableware
Crockery,Abrao LLC,"Lotus Plaza, Sh Zayed Rd",+97143467616,,serveware/tableware
Crockery / Housewares,Ahmed Abdulrehman and Sons LLC,Dubai,+97143536699,,serveware + decor / serveware/tableware
Crockery,Akbarshah Jangjou Trading Co LLC,Corniche Rd,+97165681486,,serveware/tableware
Crockery,Al Abadla Trading LLC,"84, Ahmed Abdul Rahim Hassan Bldg, Souk Al Kabeer, Deira",+97142266829,,serveware/tableware
Crockery,Al Abra Home Appliances Trading Co LLC,"Irani Market, Deira",+97142266634,,serveware/tableware
Crockery,Al Badiya Gifts,Abu Dhabi,+97126449336,,serveware/tableware
Crockery,Al Dawar Group,Al Quoz Indl Area 3,+97142674405,,serveware/tableware
Crockery,Al Dawodi Intl Kitchens,Mussafah,+97126423830,,serveware/tableware
Crockery / Hotel & hospitality supplier,Al Faraenah General Trading LLC,"112, Mayfair building, DIP1",+97148853741,,serveware/tableware
Crockery,Al Fateh Trading,"W/House 6, Mina Port",+97126733306,,serveware/tableware
Crockery,Al Fiada Household Equipments Establishment,"Old Gold Market, Rolla",+97165682282,,serveware/tableware
Crockery,Al Harmodi Stores,Gold Souk,,,serveware/tableware
Crockery,Al Karnak Consumer Material Est.,Indl Area 3,+97165422289,,serveware/tableware
Crockery,"Al Maahad Construction Equipment, Heavy Machinery and Spare Parts Manfacturing",Al Sajja,+97165317757,,serveware/tableware
Crockery / Gift / corporate-gift,Al Waseet Home Appliances and Gifts LLC,"Hikma Pharmacy Bldg, Salahuddin St, Deira",+97142975800,,decor objects + clocks + gifting / serveware/tableware
Crockery,Alkhajah Paint Store,Deira,+97143215083,,serveware/tableware
Crockery,Artline Trading LLC,"2, Al Falasi Hotel Apts Bldg, Al Nakheel Rd, Deira",+97142246435,,serveware/tableware
Crockery,Avci General Trading LLC,"Irani Market, Al Rada Al Ansari Exchange",+97142252664,,serveware/tableware
Crockery,AWM General Trading LLC,"22nd St, Al Quoz Indl Area 2",+97143390017,,serveware/tableware
Crockery,B S H Home Appliances FZE,"R/A 13, Jebel Ali Free Zone",+97148814401,,serveware/tableware
Crockery / Gift / corporate-gift,Bahram Mohd Rasool General Trading Company LLC,"Near Car Parking Bldg, Murshid Bazaar, Deira",+97142264842,,decor objects + clocks + gifting / serveware/tableware
Crockery,Barvar Trading Co,"Near Mashreqbank, Irani Market, Deira",+97142264230,,serveware/tableware
Crockery,Barzegar Trading Company LLC,"Near Seena Hotel, Sabakha Bus Station, Deira",+97142290227,,serveware/tableware
Crockery,BNL Trading LLC,"430, Al-Zarouni , Damascus Street Opposite to Eppco Petro Pump, Al-Qusais",+97142512142,,serveware/tableware
Crockery / Housewares,Bohara Trading Company LLC,"Bhnd Car Parking Bldg, Irani Bazaar, Deira",+97142255211,,serveware + decor / serveware/tableware
Crockery,Bright Line Trdg,,+97143475424,,serveware/tableware
Crockery,Caterlux Trdg LLC,,+97142284950,,serveware/tableware
Crockery,Chinese Sky Land Trading,"Irani Market, Al Ras, Deira",+97142351005,,serveware/tableware
Crockery,Classico Trading Company LLC,Ind Area 13,+97165386940,,serveware/tableware
Crockery,Crystalline,Dubai,+97143398897,,serveware/tableware
Crockery,Dayaram Trading Company LLC,"506, Al Abra Tower, Deira",,,serveware/tableware
Crockery,Dolphin Kitchen Eqpts,,+97165350020,,serveware/tableware
Crockery,Edison Elect Controls LLC,Deira,+97142340507,,serveware/tableware
Crockery,Emirates Steel Wool Manufacturing Establishment,"M-14 Plot No:25, Building No:31, Mussafah Industrial Area",+97125554544,,serveware/tableware
Crockery,Erfan Household Appliances Trading LLC,"Murshid Bazaar, Deira",+97142259927,,serveware/tableware
Crockery,Euro Forbes International Pte Limited,"Office 207, LOB 17, Jebel Ali Free Zone",+97148810115,,serveware/tableware
Crockery,Fathpur Ent,Dubai,+97143533846,,serveware/tableware
Crockery,Fujain Trading,"Al Kabeer Market, Al Ras, Deira",+97142267919,,serveware/tableware
